iter	Logloss
498	0.4248364107
499	0.4247625938
500	0.4243917936
501	0.4239955537
502	0.4237757159
503	0.4236319108
504	0.4234553411
505	0.4232297363
506	0.4230942564
507	0.4228754122
508	0.4227504448
509	0.4225337136
510	0.4223634828
511	0.4222085603
512	0.4220526047
513	0.4219084865
514	0.4217053445
515	0.421538796
516	0.4214922064
517	0.4212929159
518	0.42113075
519	0.4209344589
520	0.420786575
521	0.420719391
522	0.4206260749
523	0.4204523922
524	0.4202604726
525	0.4200450466
526	0.4199769912
527	0.4199006779
528	0.4196800424
529	0.4195852604
530	0.4193800094
531	0.4192162278
532	0.4191030268
533	0.4190703423
534	0.4187887137
535	0.4186995899
536	0.4186066978
537	0.4185284048
538	0.418388873
539	0.418220161
540	0.4179337146
541	0.4177687981
542	0.4176871468
543	0.4176056515
544	0.4175459389
545	0.4173682865
546	0.4173084176
547	0.4170588539
548	0.4170268146
549	0.4166291603
550	0.4165196681
551	0.4161879752
552	0.4159980951
553	0.4159073796
554	0.4157598547
555	0.4155808115
556	0.4155037435
557	0.4153282203
558	0.4151910218
559	0.4150475681
560	0.4149119618
561	0.4147709596
562	0.414598209
563	0.4143176643
564	0.4141657101
565	0.413875196
566	0.4137961501
567	0.4136421358
568	0.4135610215
569	0.4134256346
570	0.4132594651
571	0.4131067392
572	0.4129590848
573	0.4128456105
574	0.4127341703
575	0.4126598047
576	0.4125695882
577	0.412414264
578	0.4121257515
579	0.4118310399
580	0.4116932068
581	0.4115806861
582	0.4114948797
583	0.4111987512
584	0.4111671355
585	0.4110342413
586	0.4108139705
587	0.4104692224
588	0.4102422508
589	0.4100148658
590	0.409832484
591	0.4096654151
592	0.4095356041
593	0.4093471695
594	0.4092679435
595	0.4091009955
596	0.4090056046
597	0.4088864808
598	0.4087691476
599	0.408722563
600	0.4085983775
601	0.4084720418
602	0.4083495438
603	0.4081622498
604	0.4080078546
605	0.4078670632
606	0.4077392827
607	0.4076259004
608	0.4075995
609	0.4074871534
610	0.4074523387
611	0.4071423796
612	0.407110144
613	0.4069456794
614	0.4068909384
615	0.4068640888
616	0.406727713
617	0.4065840623
618	0.4065174185
619	0.4064391114
620	0.4062833482
621	0.4062432422
622	0.4061254672
623	0.4060140092
624	0.4058856335
625	0.405775632
626	0.405561147
627	0.405443802
628	0.40519907
629	0.4051473733
630	0.4050303122
631	0.4049473079
632	0.4047993212
633	0.4046824422
634	0.404527422
635	0.404358361
636	0.4041760111
637	0.4038160847
638	0.4036800055
639	0.4036565418
640	0.4035190949
641	0.4033716204
642	0.4032263562
643	0.4030588328
644	0.4029452163
645	0.4026742003
646	0.4025316486
647	0.4025006568
648	0.4024067458
649	0.4022131581
650	0.4021228868
651	0.4019989887
652	0.4018283592
653	0.4016655506
654	0.4016045743
655	0.4015257414
656	0.4014753285
657	0.4013658851
658	0.4012107255
659	0.4011226167
660	0.4010524597
661	0.4008078804
662	0.4007297655
663	0.400551329
664	0.4004357967
665	0.4003521649
666	0.3999955747
667	0.3999286147
668	0.3998821694
669	0.3998258102
670	0.3998029338
671	0.3996846873
672	0.3995392473
673	0.3994169564
674	0.3993528525
675	0.3992862603
676	0.3992090134
677	0.3991363543
678	0.3990067792
679	0.3987974711
680	0.3987764728
681	0.3985451634
682	0.3984412974
683	0.3983534648
684	0.3982840313
685	0.3981065151
686	0.3980497649
687	0.3979938577
688	0.3978893425
689	0.3978500569
690	0.3976628203
691	0.3976328317
692	0.3975907238
693	0.3973615441
694	0.3973064928
695	0.397211884
696	0.3971765829
697	0.3971344431
698	0.397010524
699	0.3966734937
700	0.3966348573
701	0.3964832982
702	0.3963247591
703	0.3961994959
704	0.3961069232
705	0.3960291172
706	0.3959343127
707	0.3958211182
708	0.3957363296
709	0.3956668527
710	0.3956468479
711	0.3955596769
712	0.3954648911
713	0.3953657954
714	0.3952361364
715	0.3951172693
716	0.3950345245
717	0.39483308
718	0.3947315516
719	0.3945643241
720	0.3945331326
721	0.3944411126
722	0.3943702108
723	0.3942280406
724	0.393937778
725	0.3938225929
726	0.3936097305
727	0.3934776255
728	0.3933435255
729	0.3932084113
730	0.3931081452
731	0.3929868859
732	0.3929029561
733	0.3927749874
734	0.392595537
735	0.3924421343
736	0.392246307
737	0.3920747085
738	0.3920440247
739	0.391978567
740	0.3919283701
741	0.3918637764
742	0.3917658834
743	0.3916235141
744	0.3915147839
745	0.3914134387
746	0.391355397
747	0.3911160381
748	0.3909033248
749	0.3908613874
750	0.3907588673
751	0.3906834202
752	0.3905980918
753	0.390495719
754	0.3903735766
755	0.3902856826
756	0.3902421413
757	0.3901615963
758	0.3900477362
759	0.3899353629
760	0.3899153575
761	0.3898152854
762	0.3897913283
763	0.3896670934
764	0.389633805
765	0.3895336914
766	0.3894824814
767	0.3894646587
768	0.3893833586
769	0.3893063348
770	0.3891672824
771	0.3890917564
772	0.3889117763
773	0.3888011252
774	0.3886901415
775	0.3885677
776	0.388329927
777	0.3882198122
778	0.3881988711
779	0.388051291
780	0.3879633968
781	0.3878127121
782	0.3876892164
783	0.3876683045
784	0.3875773584
785	0.3874535032
786	0.3874251925
787	0.3873169532
788	0.3871802886
789	0.3870741096
790	0.3869705853
791	0.3868998794
792	0.3867495267
793	0.3867096192
794	0.3865801117
795	0.3865158875
796	0.3864357331
797	0.3863333476
798	0.3862742058
799	0.3861559573
800	0.3859751547
801	0.3858480834
802	0.3857283183
803	0.3856362665
804	0.38553838
805	0.3853655682
806	0.3852438313
807	0.3851784063
808	0.3849418357
809	0.3847626391
810	0.3846426479
811	0.3846026742
812	0.3845411869
813	0.3844429739
814	0.3843868279
815	0.3843701799
816	0.3843417454
817	0.3842283663
818	0.3840906649
819	0.384043157
820	0.3840049273
821	0.3838876294
822	0.3837940003
823	0.3836958119
824	0.383678297
825	0.3835757595
826	0.3834536077
827	0.3833944177
828	0.3833285874
829	0.3831311694
830	0.3830429026
831	0.3828636109
832	0.3827100508
833	0.3826265796
834	0.3825199766
835	0.3825046575
836	0.3824304875
837	0.3822884788
838	0.3822560459
839	0.3821862841
840	0.382056446
841	0.38192179
842	0.3818368742
843	0.3817473195
844	0.3816772439
845	0.3815649365
846	0.3814624971
847	0.3814277267
848	0.3813888085
849	0.381372614
850	0.3813040705
851	0.3811737222
852	0.3811470951
853	0.3810546852
854	0.3809463846
855	0.3808458473
856	0.3807183648
857	0.3805726206
858	0.3803636094
859	0.3802900453
860	0.3802548553
861	0.3801658215
862	0.3800879923
863	0.3799950381
864	0.3799031868
865	0.3798878393
866	0.3798560746
867	0.3795439114
868	0.3795099749
869	0.379362951
870	0.3791853909
871	0.3791192561
872	0.3789982989
873	0.3789086687
874	0.3787963563
875	0.3787064426
876	0.3786827753
877	0.3785478723
878	0.3784843137
879	0.3784062973
880	0.3783323191
881	0.3781798725
882	0.3780496268
883	0.377954485
884	0.3778384789
885	0.3777533442
886	0.3776807871
887	0.3776557765
888	0.3775903271
889	0.3775721576
890	0.3774324313
891	0.3773218985
892	0.3772074167
893	0.3771208005
894	0.3770549639
895	0.3770081765
896	0.3769936404
897	0.3769534246
898	0.3769037791
899	0.3767903823
900	0.376726911
901	0.3767134463
902	0.3766482711
903	0.3766350195
904	0.3765707407
905	0.3764585888
906	0.3762531829
907	0.3761368213
908	0.3759680944
909	0.3759139404
910	0.3758484557
911	0.3758110454
912	0.3757034443
913	0.3755861305
914	0.3754982798
915	0.3754109918
916	0.375380041
917	0.3753244572
918	0.375236678
919	0.3751598502
920	0.375103286
921	0.3750495146
922	0.3749058731
923	0.374894227
924	0.3747140136
925	0.3746533545
926	0.3745694068
927	0.3745121036
928	0.3744844784
929	0.374455659
930	0.37443085
931	0.3744175295
932	0.374387093
933	0.3743043991
934	0.3741918794
935	0.37417018
936	0.3740947484
937	0.3740385035
938	0.373936205
939	0.3738537835
940	0.3737628103
941	0.3736534801
942	0.373553136
943	0.3734941871
944	0.3734397629
945	0.3734268342
946	0.3733847849
947	0.3733620678
948	0.3731683661
949	0.3730813943
950	0.3730390754
951	0.3729461966
952	0.3727861783
953	0.3726821292
954	0.3726242062
955	0.3725228253
956	0.3724427495
957	0.3724011164
958	0.3723567167
959	0.372293794
960	0.3722381165
961	0.3720060169
962	0.3719134931
963	0.3718882205
964	0.3717929253
965	0.3716687609
966	0.3716562612
967	0.3716234673
968	0.3714819757
969	0.3713629671
970	0.371238763
971	0.3711899218
972	0.371114005
973	0.3710191269
974	0.3709356258
975	0.3708070195
976	0.3707353922
977	0.3706855269
978	0.3706136798
979	0.3705905119
980	0.3704748022
981	0.3703806276
982	0.3703426296
983	0.3702477669
984	0.3702105421
985	0.3701891343
986	0.3700874927
987	0.369943786
988	0.3698504888
989	0.3698070672
990	0.369739664
991	0.3696441386
992	0.3694380846
993	0.3693349511
994	0.3692202158
995	0.369147222
996	0.3690970521
997	0.369059762
998	0.3689313523
999	0.3688687767
